text
"‘주간 대한민국’을 시작합니다.

문재인 정부가 출범한 지 4년이 되어 갑니다.
임기 마무리가 다가오면서 가짜뉴스가 더욱 판을 칩니다. 
특히 일부 보수언론과 특정 유튜브를 통한 가짜뉴스는 그 내용이 상상… https://t.co/9mnwNWza5j"
"#문재인 대통령은
#보령 화력발전소를 방문했습니다! 
 
#대한민국 #산업화 위해 희생했던 그곳의 #대전환
#충남 에너지전환과 그린 #뉴딜 전략 보고 현장!

↓↓↓뜨거운 도약을 위한 현장↓↓↓
https://t.co/srp9AicxyN"
"“김대중·노무현·문재인 대통령에 이은 
네 번째 대통령을 만들고 싶습니다.” https://t.co/o1kxBmBjl4"
"RT @acamanim: 문재인은 퇴임까지 코로나 위기를 이용하여 연명할 것인가?
코로나 방역지침만 아니었으면 주말마다 광장이 들썩거릴텐데!

미얀마보다 미개한 개돼지붕가개들만 마스크 쓰고 아제백신에 떨고 있네!"
RT @son5959: 요 며칠 이낙연 대표 뒷모습을 보니 대표직 내려놓고 외롭게 다니시던 문재인 대통령님 보는거 같다.
"RT @chadoolj: 민주당 상임선대위원장
💖 이낙연,
     임기 1년 남짓. 문재인 대통령님과 임기를 거의 같이 할 차기 서울, 부산 시장. 
https://t.co/VQHrKMPD9t https://t.co/WI1OWzsVWt"
"RT @ineedacat1: 겪어본 찢바리들 최후수단

니가 그러고도 문재인 지지자야?
문재인 대통령이 퍽이나 좋아하시겠다.

이걸 신동근이 시전했다 이거지."
"RT @mireuk_duta: 신동근 의원님의 말 중에 '보궐선거 지면 문재인 정부와 이낙연 대표에게도 타격'이라는 대목에는 동의하지 못함. 보궐선거가 중요하고 당으로서 반드시 승리해야 할 선거지만, 혹여나 진다고 해도 이건 현재 보궐지도부와 이재명…"
RT @mireuk_duta: 2006년 5.31 지방선거. 정동영이 선거전략 뭐같이 짜서 한나라당에 전북제외 다 내주고 그 책임을 노무현 대통령 탓으로 몽땅 돌리고 자기는 탈당. 이번 선거가 그 선거처럼 구좌파들이 말아먹고 책임을 문재인 대통령과…
RT @nonunsea: 민주당이 싫으니까 문재인정부가 싫으니까 정권심판을 위해 자신을 뽑아달라는 후보. 오만과 독선이 하늘을 찌르는 격이다. 천만 서울시민을 책임져야할 비전은 없고 정권심판이 비전이라니.. 국민을 개돼지로 아는건가?
