text
"RT @ubermenschhgsg: 돌이켜보면 나부터도, 경선 때부터, 아이고 우리 문재인후보님 이제명이 작살좀 내주시지~본선에선 우리 후보님 토론 하실 때 홍준표 안철수 작살좀 내주시지~ 그랬는데. 한참 잘못된거였어. 네거티브는 참모가 메시지 통일…"
